,text,pred,label,negative,positive,time
174,"Hermosa ceremonia. Saludos desde Colombia, Santa Marta🇨🇴",0,NEGATIVE,0.8906334042549133,0.10936662554740906,2022-04-01
175,Another spectacular ceremony..salute and applause to all who made this happened!,1,POSITIVE,0.00029839598573744297,0.9997016787528992,2022-04-01
176,"Ok, I was full on crying when the athletes for Ukraine came out! I have to say that the music that played for them was perfect. Such a moving moment!",1,POSITIVE,0.00029756728326901793,0.9997024536132812,2022-04-01
177,Well the Low for me is when Nathan won gold medal for US but the US media claimed American Asians are overrepresented... ,0,NEGATIVE,0.9981052279472351,0.0018947648350149393,2022-03-02
178,The fact she repeated the trick that cost her gold years ago... was great to see how she'd not be defined by her past mistakes... was cool.  Glad she won her Gold.,1,POSITIVE,0.0005681057227775455,0.9994319081306458,2022-03-02
179,The lows came when real snow hit Beijing not only once but twice  and ended the “Beijing doesn’t snow” myth...lol,0,NEGATIVE,0.985633909702301,0.01436607912182808,2022-03-02
180,shame on Washington post,0,NEGATIVE,0.9994479417800903,0.0005520613631233573,2022-03-02
181,It is both entertained and disgusted seeing Washington Post trying to make positive facts look negative,1,POSITIVE,0.3676450848579407,0.6323549747467041,2022-03-02
182,"well, all we can hope is that IF there is a world skating competition, the russian dopers will not be allowed to compete as they have been allowed to do with impunity.    Especially as we now see what russia is doing now to eastern europe.    There have to be consequences for bad actors.",0,NEGATIVE,0.9988448619842529,0.001155159785412252,2022-03-02
183,Controversial? Haha,0,NEGATIVE,0.9890586137771606,0.010941341519355774,2022-03-02
184,controversy？？,0,NEGATIVE,0.982133150100708,0.0178668349981308,2022-03-02
185,Seriously? What about controversial about proud boys and your internal matters? (Change your name to GOP post for godsake),0,NEGATIVE,0.9777729511260986,0.02222702093422413,2022-03-02
186,"Eileen Gu chose the controversy for the money, and we need to be clear about that. She could have easily skied for the United States and had adoring fans in her own country, avoiding all of the negative media attention.",0,NEGATIVE,0.9358894228935242,0.06411051750183105,2022-03-02
187,Eileen Gu choose that controversy for the money. We need to make that VERRY clear. ,0,NEGATIVE,0.9916353821754456,0.008364657871425152,2022-03-02
188,"News, documentaries & all the ",1,POSITIVE,0.007546787615865469,0.9924531579017639,2022-03-02
189,被职场霸凌了几年都咬牙坚持下来逆袭，挺励志的故事,0,NEGATIVE,0.9089757204055786,0.09102427959442139,2022-03-02
190,Great Olympics from China,1,POSITIVE,0.00015101089957170188,0.9998490214347839,2022-03-02
191,🥰,0,NEGATIVE,0.6970562934875488,0.30294370651245117,2022-03-02
192,Inspiring,1,POSITIVE,0.00012417632387951016,0.9998758435249329,2022-03-02
193,"Seems like the biggest motivation is the wronged feeling of being robbed by unfairness. The same goes to Zhou Yang, salute.",0,NEGATIVE,0.9964109063148499,0.0035890652798116207,2022-03-02
194,супер,1,POSITIVE,0.04236692562699318,0.9576330780982971,2022-03-02
195,Never give up! She's an inspiration ,1,POSITIVE,0.00018495299445930868,0.999815046787262,2022-03-02
196,I'm so touched when seeing her coaching the special kids.,1,POSITIVE,0.0005167921190150082,0.9994832277297974,2022-03-02
197,I’m waiting for the short track medley video.,0,NEGATIVE,0.9987021684646606,0.0012977698352187872,2022-03-02
198,Zhu Yi has fallen!,0,NEGATIVE,0.9993467330932617,0.0006532619590871036,2022-03-02
199,El esfuerzo tiene su gratificacion y reconocimiento ...empezar y atraer más jovenes al atletismo,0,NEGATIVE,0.8101154565811157,0.18988457322120667,2022-03-02
200,정당한 게임을 원하는 사람.  중국이 안나오는 경기를 보라 (ex 쇼트1500 결승 준결승 1 2 3조 비교),1,POSITIVE,0.32078391313552856,0.6792160868644714,2022-03-02
201,정신나간 베이징 올림픽,1,POSITIVE,0.11287546902894974,0.8871245384216309,2022-03-02
202,"Always remember, there are TWO Yang Yangs! Both were decorated short trackers and both are pioneers of winter sport in China.",1,POSITIVE,0.0005624666810035706,0.9994375109672546,2022-03-02
203,What is your favorite Olympic moment of all time? Let us know in the comments below and it might be featured in the next ,1,POSITIVE,0.024752940982580185,0.9752470850944519,2019-12-28
204,"As a student volunteer, i had the honor to participate all the process of Beijing 2008 Olympic. I was there for the opening ceremony, and my classmates and I were so moved that we cried together. I was in charge of traffic control at the basketball arena throughout the basketball game and got to meet all the big international players in person. Looking back on it all now, I am so blessed.",1,POSITIVE,0.00017484660202171654,0.9998251795768738,2022-01-31
205,Its already 12 yrs after and I am still amazed by this. Best olympic opening and closing ceremony. Love from philippines🇵🇭🇨🇳,1,POSITIVE,0.00013522685912903398,0.9998647570610046,2020-12-27
206,Nostalgia!!!,1,POSITIVE,0.00038857964682392776,0.9996114373207092,2022-12-13
207,"The 2008 Beijing Summer Olympic is fulled of joy, harmony, beautiful artist, memorizing, spectacular, stunning, breathtaking.  I am so lucky to live to witness one of the Best Summer Olympic ever.  China has come along, I am so happy for China & as a Chinese regardless of where you are, we are all Descendents of Dragons.  Long Live China.................................",1,POSITIVE,0.00011876652570208535,0.9998812675476074,2019-12-28
208,Los mejores juegos olímpicos hasta ahora de la historia,1,POSITIVE,0.156284898519516,0.8437150716781616,2020-12-27
209,"London had a tough act to follow. The ""human tower"" performance was incredible. So much went into this ceremony. The Chinese raised the bar to another level with their opening and closing ceremonies. I think Great Britain did an incredible performance with theirs. Now, I wonder how Beijing will top this when they host the 2022 Winter Olympics.",1,POSITIVE,0.0002404707483947277,0.9997594952583313,2021-12-27
210,i become so emotional to see so many athletes can have fun and smile without masks. Wish the world can get well soon,1,POSITIVE,0.0030699395574629307,0.9969300627708435,2021-12-27
211,"The music, the culture, the vibe, just unbelievable. Amazing show from beginning to end.",1,POSITIVE,0.00014682956680189818,0.9998531937599182,2021-12-27
212,Gracias por subir la clausura!!!! Es tan emotiva que me retrocedió 11 años,1,POSITIVE,0.03699028864502907,0.9630097150802612,2019-12-28
213,Que linda foi a Olimpíada de de Pequim!....Pra mim a mais linda de todas!,0,NEGATIVE,0.9524287581443787,0.04757128655910492,2021-12-27
214,Beautiful ceremony! Love from Greece!,1,POSITIVE,0.00011064539285143837,0.9998893737792969,2020-12-27
215,"Beijing Olympic 2008 opening and closing ceremonies remain the best I've seen!  And those were the better days - less hostility among nations.   How I wish our world could cooperate more, and we human kind need it more than ever now as we have the most pressing common problem to tackle with together - the climate change.",1,POSITIVE,0.0016460405895486474,0.9983540177345276,2021-12-27
216,"When Beijing hosted the Olympic, I was in Australia for a summer program right before starting high school. We, a bunch of Chinese students, lived with Australian local families at that time. ",0,NEGATIVE,0.6134468913078308,0.3865531086921692,2019-12-28
217,Muy emocionante el agradecimiento a los voluntarios <3 Sin ellos los Juegos no serian lo mismo.,0,NEGATIVE,0.9325312972068787,0.06746874749660492,2021-12-27
218,The closing ceremony was the best one! Absolutely love it.,1,POSITIVE,0.00012201799108879641,0.9998779892921448,2019-12-28
219,The shear amount of positivity and happiness in this is amazing!,1,POSITIVE,0.00010815295536303893,0.9998918175697327,2021-12-27
220,This is a excellent closing ceremony!,1,POSITIVE,0.00011886796710314229,0.9998811483383179,2021-12-27
221,现在2021看来，2008真的是世界各国最共荣最团结最热闹的时候了，好怀念！！！,1,POSITIVE,0.3609617352485657,0.6390382647514343,2021-12-27
222,"""We are family."" Couldn't be more appropriate in the time of pandemic when all the world is ravaged by an invisible killer. More than ever, the world needs to work collectively than to do the blame game.  Quite a remarkable moment in our history. Truly one for the books. Just beautiful.",1,POSITIVE,0.00015920189616736025,0.9998407363891602,2021-12-27
223,"All the latest Curling news, videos and ",1,POSITIVE,0.005152524448931217,0.9948474764823914,2022-03-02
224,These guys must have the cleanest floors in the world,1,POSITIVE,0.031503207981586456,0.9684967994689941,2022-03-02
225,The slow and steady but incredibly precise aspect of this sport is so appealing. Really nice video,1,POSITIVE,0.00013107198174111545,0.9998689293861389,2022-03-02
226,Imagine how this guy's get into the sport like:,0,NEGATIVE,0.8654475212097168,0.1345524787902832,2022-03-02
227,"Amazing shots!  Love this sport, wish it had more coverage, not just during the olympic games.",1,POSITIVE,0.00021021072461735457,0.999789834022522,2022-03-02
228,I don't understand the game. But I watch because it is actually fun. Probably it is time for me to hit the net and really understand what's happening behind this insane sport.,1,POSITIVE,0.0004370442184153944,0.9995629787445068,2022-03-02
229,Watched John Shuster's shot live 4 years ago.. still gives me the chills,1,POSITIVE,0.010022128000855446,0.9899778962135315,2022-03-02
230,Watching this game is so easy but the effort put by them with bursted tears in their eyes was so emotional,1,POSITIVE,0.33363181352615356,0.6663682460784912,2022-10-28
231,Bom demais esse jogo ! ,1,POSITIVE,0.013044701889157295,0.9869552850723267,2022-03-02
232,Add eve Muirhead's amazing shot this morning to win GB 4 extra  points and the Olympic gold! Absolute perfection! Well done girls GB is proud of you!!! ,1,POSITIVE,0.0001369459496345371,0.9998630881309509,2022-03-02
233,I don't even know more than the basic of curling but oh my goodness ,1,POSITIVE,0.0009717976790852845,0.9990282654762268,2022-03-02
234,"i used to make fun of this sport, but i'm totally into it now. This sport is so fun",1,POSITIVE,0.0002486985467839986,0.9997512698173523,2022-03-02
235,The best floor mopping in the world. Impressive.,1,POSITIVE,0.00016329131904058158,0.9998366832733154,2022-04-01
236,Great concentration and talent on all those teams. Very impressive.,1,POSITIVE,0.00011390792496968061,0.9998860359191895,2022-04-01
237,"Her screams pushed it to the spot, amazing!!",1,POSITIVE,0.00029750869725830853,0.999702513217926,2022-04-01
238,"Congratulations to Eve, Hailey, Jen and Vicky on winning gold, and to Bruce, Hammy, Bobby and Grant on winning silver.   Great end to the Beijing games for team GB.",1,POSITIVE,0.00016587856225669384,0.9998341202735901,2022-03-02
239,First time watching this sport and I have no idea what’s happening but it’s a beautiful sport!,1,POSITIVE,0.00015837331011425704,0.9998416304588318,2022-09-28
240,Not even one shot from Stefania Constantini? Her performance in the mixed double final against Norway was epic.,1,POSITIVE,0.001858634757809341,0.9981414079666138,2022-03-02
241,Whatever else.. This sport is a real expression of dedication to precision and perfection.,1,POSITIVE,0.0003388744662515819,0.9996611475944519,2022-03-02
242,Congratulations to both the ladies and the mens curling teams... Did us all proud....2022,1,POSITIVE,0.00014916925283614546,0.999850869178772,2022-03-02
243,9:29,1,POSITIVE,0.02692665345966816,0.9730733633041382,2020-12-27
244,너무 멋지다 대한민국🇰🇷,0,NEGATIVE,0.6803091168403625,0.31969088315963745,2022-12-17
245,I'm not from Korea but I cried watching the two Korean nations march in together. It was so..............,0,NEGATIVE,0.9009006023406982,0.09909944236278534,2021-12-27
246,33:42,1,POSITIVE,0.03590718284249306,0.9640928506851196,2022-03-02
247,"I will remember the Pyeongchang Olympics forever. Absolutely beautiful, Korea did everyone proud as a host nation. Love from Germany",1,POSITIVE,0.0001266150939045474,0.9998733401298523,2022-03-02
248,Очень красивая Церемония ,1,POSITIVE,0.2345922589302063,0.7654077410697937,2022-03-02
249,"The Olympics in South Korea, one of my favorite Olympics.",1,POSITIVE,0.00044319508015178144,0.9995567798614502,2021-12-27
250,저예산 고퀄로 인정받는 것도 대단하지만 무엇보다 관심과 규모 모두 하계올림픽에 비해 상대적으로 적은 동계올림픽이 역대 최고라 평가받는 하계올림픽 개회식들과 동일선상에서 인정받고 있다는 것 자체가 대단하고 자랑스럽다,1,POSITIVE,0.33595606684684753,0.6640439033508301,2021-12-27
251,"Finally! I get to watch the opening ceremony. Thank you! I always miss these ceremonies every Olympics because of the time zone.  What a great use of technology, imagination and just people involved to make a really great ceremony culminate. I would love to have been in the stadium to take it all in! My favorite part - seeing Yu Na Kim light up that torch!! I rooted for this woman all during her career! Sweet moment!",1,POSITIVE,0.00021004403242841363,0.9997898936271667,2022-01-31
252,33:42,1,POSITIVE,0.03590718284249306,0.9640928506851196,2021-12-27
253,This is really amazing! My favorite moment was when the Queen lit up the Olympic flame! jeez that was so iconic,1,POSITIVE,0.00013027277600485831,0.999869704246521,2022-04-01
254,이렇게 잘 치른 올림픽이었다니. 최악을 보니 최고가 보인다. 왜 자꾸 울컥울컥 감동이 밀려오지. 한국인인 게 자랑스럽다.,1,POSITIVE,0.25070732831954956,0.7492926716804504,2021-12-27
255,1:59:27,1,POSITIVE,0.1297949105501175,0.8702050447463989,2021-12-27
256,솔직히 말하면 개최지 확정됐을 때 중간에서 예산 떼어먹고 저퀄 될까봐 진짜 걱정 많이 했었는데,1,POSITIVE,0.22417858242988586,0.7758214473724365,2021-12-27
257,"선수들 입장할 때 기수분들 드레스 디자인 한 번씩 바뀌는것도 이쁘고 옆에 등불들고 가는것도 이쁘고, 뒤에서 계속 춤추시는분들 동작도 음악마다 바뀌고, 무엇보다 입장 bgm 전통음악+kpop 적절히 섞여서 좋다...! ",1,POSITIVE,0.1415943205356598,0.8584056496620178,2021-12-27
258,Still one of the best Olympics. ,1,POSITIVE,0.00013301237777341157,0.9998669624328613,2022-03-02
259,처음보는데..퍼포먼스도 좋지만,1,POSITIVE,0.23864150047302246,0.7613584995269775,2021-12-27
260,Pyeongchang 2018 was just amazing. All the things looked so beautiful. Especially the performance and festival.. I miss the spirit now,1,POSITIVE,0.0002888380258809775,0.9997112154960632,2022-03-02
261,I really love the beginning of the ceremony with the bell,1,POSITIVE,0.00018180269398726523,0.9998181462287903,2021-12-27
262,Amazing opening ceremony ,1,POSITIVE,0.00012209502165205777,0.9998778700828552,2021-12-27
263,The current ,1,POSITIVE,0.0021262122318148613,0.997873842716217,2022-03-02
264,"2010 Vancouver, 2014 Sochi, 2018 Pyeongchang",1,POSITIVE,0.0032560178078711033,0.99674391746521,2022-03-02
265,"I have no clue which I should chose…Pyeongchang, the unified Korea under Yuna’s graceful gaze, or Torino, under the always iconic voice of Luciano Pavarotti (Rest in peace, grandmaster).",1,POSITIVE,0.018327072262763977,0.9816729426383972,2022-03-02
266,The Queen Yuna Kim - goosebumps. Pyeongchang 2018 ,1,POSITIVE,0.04161319136619568,0.9583868384361267,2022-03-02
267,Queen Yuna and two Koreas marching together was the best Olympic spirit!!! And the Opening Ceremony was very liberal and peaceful.,1,POSITIVE,0.0001611871412023902,0.9998388290405273,2022-03-02
268,2018 Pyung Chang was awesome,1,POSITIVE,0.0001778475270839408,0.9998221397399902,2022-03-02
269,The two Korea marching togeter was so beautiful to see. And Queen Yuna lighting the calderon was well diserved.,1,POSITIVE,0.047098834067583084,0.9529011845588684,2022-03-02
270,"Yuna helped secure Pyeongchang's bid to host the Olympics, so her lighting the torch was truly special.",1,POSITIVE,0.0002900955150835216,0.9997099041938782,2022-03-02
271,both 2014 & 2018 are my top votes! amazing performances and true joy,1,POSITIVE,0.00011098154209321365,0.9998890161514282,2022-03-02
272,🥇,0,NEGATIVE,0.6970562934875488,0.30294370651245117,2022-03-02
273,"you should post more of these opening ceremony moments for both summer and winter , just iconic to see them !",1,POSITIVE,0.0003487154608592391,0.999651312828064,2022-03-02
274,Luciano Pavarotti's will always be one of the most beautiful voices to have existed.,1,POSITIVE,0.00014272294356487691,0.9998573064804077,2022-03-02
275,PyeongChang 2018 was nice! Looking  forward to Beijing 2022 great show tonight ,1,POSITIVE,0.0001716899569146335,0.9998283386230469,2022-03-02
276,"평창 남북한이 한 팀으로 동시 입장장면이 가장 아름다운 장면중에 하나로 들어갔네요. 다시보니 뭉클하고, 연느님이 썸네일이라 흐뭇하네요.",1,POSITIVE,0.26026657223701477,0.7397333979606628,2022-03-02
277,Pyeongchang is super cool ceremony eva !~,1,POSITIVE,0.00019166883430443704,0.9998083114624023,2022-03-02
278,So beautiful! I just love the Olympics! How else can we get such amazing people as Queen Yuna?,1,POSITIVE,0.00012990682444069535,0.9998700618743896,2022-03-02
279,I still cry when I see that beautiful Korean Entrance.,1,POSITIVE,0.0003790017799474299,0.9996209740638733,2022-03-02
280,"Vancouver had the greatest Winter Games Opening Ceremony. Even though our country wasn't part of that Games, we really felt welcomed. It has the warmth and a heart and it feels like home away from home.",1,POSITIVE,0.00015275159967131913,0.9998472332954407,2022-03-02
281,Timeless QUEEN YUNA KIM.,1,POSITIVE,0.0002312728320248425,0.9997687339782715,2022-03-02
282,"Above all, I think the volunteers who contributed this stage a lot are really amazing.",1,POSITIVE,0.0001245463063241914,0.9998754262924194,2022-04-01
283,What is your favorite Olympic moment of all time? Let us know in the comments below and it might be featured in the next ,1,POSITIVE,0.024752940982580185,0.9752470850944519,2020-12-27
284,"If you can understand madarian you will amaze even more on what Lang Ping's coaching... Probably due to her own player experience, she did not fuzz or blame the players at all at any time.  instead, she always gave a very specific instructions (e.g., which opponent player had what habit or what was the next attack she preferred her team to do).  She picked and trained every player by herself so her players were so confident with her.   Absolutely the best volleyball coach in decades!!!",1,POSITIVE,0.0005543371080420911,0.9994456768035889,2020-12-27
285,"As a person learning mandarin (5th year learning it), Lang Ping's coaching is pretty amazing. She doesn't blame them for possible mistakes they made, juts gives them instructions and coaching to make them even better. I love her!!",1,POSITIVE,0.00019103278464172035,0.9998089075088501,2021-12-27
286,"Lan Ping is simply amazing as a coach. She knew how to deal with these young ladies, plus the fact that she's really wise and strategic. So deserved!",1,POSITIVE,0.0001143865956692025,0.999885618686676,2020-12-27
287,"Looking back here, Zhu shows no fear. I think it is because she's really young at this time so her condition was fresh and eager to contibute just like the opponent's Boskovic. The difference is that Zhu was more stable and controls her error (almost no error).",0,NEGATIVE,0.6183348298072815,0.3816652297973633,2021-12-27
288,Lang Ping just announced her retirement as a coach after Tokyo Olympics. What an overwhelming experience as a player and a coach truly one of the best in the world!,1,POSITIVE,0.0002367615670664236,0.9997632503509521,2020-12-27
289,It's so sad to see that the commentator is like that... I mean come on! As a person from Serbia I too did want Serbia to win but bro! I didn't say anything bad to the other team. I even cheered for them too! ,1,POSITIVE,0.3379502296447754,0.6620497703552246,2021-12-27
290,I love Serbian team and especially Tijana Bošković. This was a great match and Chinese team really deserved it. Respect both teams. ,1,POSITIVE,0.00015497284766752273,0.999845027923584,2020-12-27
291,I love Lang Ping she is so calm and she is just sitting back a watching. Shes trained her girls so much that she trusts them and knows that they will come through with a win. And with Serbia's coach is walking around probably trying not to lose his temper.,1,POSITIVE,0.002208235440775752,0.9977918267250061,2020-12-27
292,I just couldn't pull back smiling and laughing whenever I hear Yuan of China screams out loud in and off court. I love her energy!! Btw she's incredible too.,1,POSITIVE,0.0001497811172157526,0.9998502135276794,2020-12-27
293,"This was a truly thrilling match, with every point contested by the Serbians right up to the last moment.  Zhu Ting was truly awesome, and Ding Xia at ",1,POSITIVE,0.00014708783419337124,0.9998529553413391,2020-12-27
294,Epic game! Congrats to both teams for making it this far.,1,POSITIVE,0.00026162868016399443,0.9997383952140808,2021-12-27
295,"In my younger days, I never had an eye on the volleyball game not until I accidentally watched China women volleyball match first with Brazil, Nevertheland and finally with Serbia for Olympic Championship in Reo. I enjoyed not because of China’s winning, the team work and attitude. There is a strong determination to reach the goal quietly. The games made me a fan of  China Women Volleyball. I am proud of them.",1,POSITIVE,0.00041071409941650927,0.9995893239974976,2020-12-27
296,Excelente partida! Emocionante!,1,POSITIVE,0.00281598512083292,0.9971840381622314,2021-12-27
297,Thanks a lot for uploading an HD version of the match. Fantastic performance for both teams.,1,POSITIVE,0.00015522271860390902,0.9998447299003601,2020-12-27
298,Favourite moment from each team:,1,POSITIVE,0.0003904906043317169,0.9996095299720764,2020-12-27
299,"For those of you that saying Boskovic is better, look at how many unforced errors she made in this match! Zhu is so consistent and strong, very rarely makes errors, which is why she deserves to be the top paid volleyball player ever!",1,POSITIVE,0.00026607440668158233,0.9997339844703674,2020-12-27
300,"I've been watching this match for couple of times and still feel the passions and excitement. Today I just notice #6 GONG, the youngest player, was substituted-in in set #3 and #4 for the last minutes, she even did not touched the ball once and got the gold medal. Wow! And in the previous match with the Netherlands, she was also substituted by the end of the match, she spiked and got the second last point that time. CHU, Boskovic,.......can't wait to see you in Tokyo Olympics.",1,POSITIVE,0.007887600921094418,0.992112398147583,2021-12-27
301,"I always enjoyed watching volleyball before the rio games in more of a hey, volleyball, cool sort of way, but the Serbian team made me go out of my way to watch it. What an enjoyable team to watch in victory or defeat. Love them.",1,POSITIVE,0.0002611683448776603,0.9997388124465942,2020-12-27
302,"Zhu fez o jogo da vida na recepção e Malesevic no ataque. Esta última fez uma boa partida no ataque, até por ser ponteira de preparação, já que sua função no time era passar, defender, dar volume de jogo, e principalmente cobrir a Mihajlovic que, por sua vez, não acordou para o jogo, infelizmente.",0,NEGATIVE,0.9861429929733276,0.013856987468898296,2020-12-27
303,Ganhar uma Olimpíada perdendo um set apenas em toda a competição Não é pra qualquer um. Orgulho ,0,NEGATIVE,0.9868599772453308,0.013140064664185047,2020-12-27
304,Highlights,1,POSITIVE,0.0002770341816358268,0.999722957611084,2020-12-27
305,Brasil já ganhou 2  finais olímpicas  em cima do EUA 🇧🇷🇧🇷🇧🇷,0,NEGATIVE,0.95374995470047,0.04625001549720764,2019-12-28
306,"Depois de 11 anos, esta ainda é  a seleção mais perfeita de todos os tempos. Se tivessem continuado juntas, ganhariam a Rio 2016 e Tóquio 2020.",0,NEGATIVE,0.9560444355010986,0.04395562782883644,2020-12-27
307,Esta foi a melhor selecao feminina brasileira de todos os tempos que vi jogar. Obs. Tenho 69 anos.,0,NEGATIVE,0.9737367033958435,0.026263270527124405,2019-12-28
308,"Fofão: sem comentários! Não vi um erro dela, perfeita!! Saudades! Sheila destruidora! Fabiana paredão e Fabi um monstro! Nessa olimpíada não tinha pra ninguém. 🇧🇷",0,NEGATIVE,0.9894006848335266,0.010599304921925068,2021-12-27
309,"Enfim , depois de 11 anos , estou vendo esse jogo em ótima qualidade.",0,NEGATIVE,0.640704870223999,0.359295129776001,2019-12-28
310,Soy cuba pero amo el voleibol de 🇧🇷 Las mejores del mundo ,1,POSITIVE,0.23670050501823425,0.7632995247840881,2020-12-27
311,"Ganhar da Argentina é uma delícia. Mas ganhar dos EUA, o gostinho é mais doce 🇧🇷",0,NEGATIVE,0.9831715822219849,0.016828371211886406,2021-12-27
312,Nessas olimpíadas a Fabiana simplesmente humilhou todas as outras centrais do mundo. Fantástica,1,POSITIVE,0.021151674911379814,0.9788483381271362,2019-12-28
313,"Grande brasil 🇧🇷 ,siempre sacando la cara por Sudamérica !! Saludos desde chile 🇨🇱",1,POSITIVE,0.494365930557251,0.5056340098381042,2020-12-27
314,"A Mari merecia muito ser bicampeã olímpica com a equipe em 2012, mas independente de qualquer coisa ela fez história no esporte brasileiro. Mari Steinbrecher. ",0,NEGATIVE,0.938877522945404,0.06112249195575714,2022-01-31
315,"The year where Brazil has the most complete all-around team. The golden triangle wing spikers - Mari, Paula, Sheilla - were just too much to any team that time. Fabiana & Walewska were playing super quick and so amazing in both attacks and defense. The legendary Fabi guard the floor almost flawlessly. And of course, the living legend Fofao - the golden hands.",1,POSITIVE,0.0003861847799271345,0.9996137619018555,2019-12-28
316,Pra mim essa foi a MAIOR e MELHOR seleção de voleibol feminino de TODOS OS TEMPOS!,0,NEGATIVE,0.9416747689247131,0.05832527205348015,2021-12-27
317,"Final inesquecível, tinha 10 anos na época. Foi aí que me apaixonei pelo vôlei feminino",0,NEGATIVE,0.9640928506851196,0.03590716794133186,2019-12-28
318,Só quem é brasileiro e gosta de vôlei sabe o quanto essa medalha de Ouro significou.,0,NEGATIVE,0.9160687327384949,0.08393123000860214,2020-12-27
319,"Fofao y Walewska fueron parte de juegos olímpicos anteriores, de generaciones espectaculares. Me encantó que en esta medalla de oro estuvieran ellas como representantes de anteriores históricas para el Volei brasileño.",0,NEGATIVE,0.5704715251922607,0.42952850461006165,2021-12-27
320,"Bravo Brasil . Que victoria, para recordar por siempre. Felicidades.",1,POSITIVE,0.12888309359550476,0.8711168766021729,2021-12-27
321,"Não tem como não chorar, vem a lembrança de Atenas quando perdemos a semi final para Rússia e perdermos o 3 lugar para Cuba. Em Pequim 2008 Brasil jogou muito, 8 jogos, 25 sets, 24 ganhos e apenas perdendo 1 set. Sem sombra de dúvidas uns das melhores seleções Olímpicas de Vôlei de todos os tempos.",0,NEGATIVE,0.9649026393890381,0.03509733825922012,2019-12-28
322,"Me deu vontade de rever essa conquista. 14 anos depois, muito vivo em minha memória.",0,NEGATIVE,0.9594104886054993,0.04058948904275894,2022-05-01
323,"I love the friendship between all the gymnasts here. Everyone including the competitors all wanted her to do well (cheering, clapping, screaming for her). This is so nice to see.",1,POSITIVE,0.00013803516048938036,0.9998619556427002,2021-12-27
324,"This routine is so complete! Difficult mount combo, TWO ACROBATIC SERIES, dance series, dance and acro combined, difficult dismount. Congratulations Guan Chenchen!",0,NEGATIVE,0.9789348840713501,0.02106509357690811,2021-12-27
325,"Although her qualification performance was a lot better and less wobbly, she still delivered a great routine here. Deserved gold medal! Please upload Tang Xijing's silver beam routine as well. That one is my personal favorite",1,POSITIVE,0.00025866294163279235,0.9997413158416748,2021-12-27
326,"Wonderful sportsmanship in Tokyo 2020! We can see Suni and Simone cheering her on and being happy after her routine. What a well-deserved win, congratulations! And kudos also to the lovely commentators.",1,POSITIVE,0.00011984910815954208,0.9998801350593567,2021-12-27
327,She's so adorable. An incredible gymnast indeed. Totally deserve the gold. Her routine is perfect,1,POSITIVE,0.00012933592370245606,0.9998706579208374,2021-12-27
328,"I'm so happy she won. The individual finals this year were so wholesome and warm, it felt like all the girls were cheering and happy for each other.",1,POSITIVE,0.00012165129010099918,0.9998783469200134,2021-12-27
329,"How adorable of her not even realizing she just won Gold! Love her teammate cheering her on and also love love Jeff, Cecile, Suni, and Simone very excitedly cheering for her too while she was on beam! It’s really heartwarming to watch all the gymnasts were cheering for each other at this Olympics.",1,POSITIVE,0.00013347853382583708,0.9998664855957031,2021-12-27
330,"As someone who has followed Gymnastics so closely since the 80s the one thing that’s gotten better about the sport is the camaraderie. In the 80s/90s the gymnasts didn’t know each other except reputation and name, sometimes not even that, but social media has changed all that. All the gymnasts follow each other on Twitter, Instagram etc so they become friends and supporters even outside the arena… so they’re closer when they do come to the meet.",0,NEGATIVE,0.978621780872345,0.02137823961675167,2021-12-27
331,"Chinese are among the finest beam workers, I’m so happy for her ",1,POSITIVE,0.0001181282423203811,0.9998818635940552,2021-12-27
332,"It feels great to see other gymnasts applauding her great skills in the background (suni Lee, Tang xijjng), excellence should always be appreciated be it your opponent or your fellow countrymen.",1,POSITIVE,0.00016635686915833503,0.9998337030410767,2021-12-27
333,Her routine is amazing. Well done Guan! Hope to see her shining in Paris.,1,POSITIVE,0.00011880706733791158,0.9998812079429626,2021-12-27
334,"She’s so strong yet tiny! Very skilled and really love that all the teams are supportive of her, no politics in sports! She really is amazing!",1,POSITIVE,0.00010961584484903142,0.9998903870582581,2021-12-27
335,I was anxious to see her since China's nationals. I love her routine especially at ,1,POSITIVE,0.00015422450087498873,0.9998458027839661,2021-12-27
336,"Guan Chenchen completísima, belleza y dificultad, a esto le llamo yo gimnasia artística ",1,POSITIVE,0.05213809385895729,0.9478618502616882,2021-12-27
337,"This was a fabulous routine, so beautifully performed even with a few wavers. Hopefully she’ll come back to try and defend!",1,POSITIVE,0.0001667472970439121,0.9998332858085632,2022-09-28
338,That was probably the best and most complicated beam routine I've ever seen. I don't know how they don't miss that skinny little beam and crack their heads open. Amazing!,1,POSITIVE,0.00023077809601090848,0.9997691512107849,2021-12-27
339,"Fantastic, can't wait to see her in future competitions, specially Paris 2024, I hope she wins more golds!",1,POSITIVE,0.0002079405530821532,0.9997920393943787,2021-12-27
340,So happy for her! I love this routine.,1,POSITIVE,0.00011800097126979381,0.9998819828033447,2021-12-27
341,"At the end... ""She can stay on beam but can't stay on feet""",0,NEGATIVE,0.9985432028770447,0.001456830301322043,2021-12-27
342,"She is so adorable, every one likes her including competitors.",1,POSITIVE,0.000130921951495111,0.9998690485954285,2021-12-27
343,the Paralympic athletes are super heroes and are true inspirations for people all over the world. they all deserve gold medals for their hard work and dedication and for not letting the differences get the best of them. I send them all my love and praise.,1,POSITIVE,0.00018737798382062465,0.9998126029968262,2013-12-29
