,text,pred,label,score,negative,neutral,positive,time
151,Re-watching this just before the Olympic Games Beijing 2022 opening ceremony this Friday. This was such a stunning opening ceremony!!,2,POS,0.9910843372344971,0.0021034106612205505,0.006812244188040495,0.9910843372344971,2022-03-02
152,the scale of this opening ceremony will never be matched. absolutely amazing,1,NEU,0.44780436158180237,0.19700387120246887,0.44780436158180237,0.35519182682037354,2022-03-02
153,怀念2008,1,NEU,0.7523224949836731,0.04395461827516556,0.7523224949836731,0.20372290909290314,2022-12-21
154,"Me deja sin palabras, está es la mejor ceremonía de inauguración, de lejos mi favorita",2,POS,0.9958599209785461,0.0010179666569456458,0.0031221057288348675,0.9958599209785461,2022-07-30
155,"Essa foi a primeira olimpiada que me lembro, assisti quando tinha 8 anos. Não conhecia muito da cultura da China e me fez ficar maravilhada, foi emocionante reassistir depois de tantos anos e a apresentação é tão bela quanto na minha memória. Muitas felicidades do Brasil! 🇧🇷🇨🇳",2,POS,0.9729884266853333,0.005632635671645403,0.021378975361585617,0.9729884266853333,2022-08-29
156,"This is what olympics opening should be like. Powerful but peaceful, ceremonious but cheerful.",1,NEU,0.4997657537460327,0.011112160049378872,0.4997657537460327,0.48912206292152405,2021-12-27
157,"I think the final torch was brilliant. That moment slaps me right in the face. Because as a normal person, we would think that putting a torch in the port is effortless. But it is actually not for disabled people. The fact that he keeps his spirit to make it work, with the audience cheering ""Ciayou 加油!!!"" in the background, was monumental. ",2,POS,0.9680328965187073,0.003954582381993532,0.028012551367282867,0.9680328965187073,2022-04-01
158,The Beijing Winter Paralympics will continue the splendor of the Beijing Winter Olympics 2022. The opening ceremony is also unparalleled and wonderful. I hope that Paralympic athletes ,2,POS,0.9320303201675415,0.004959613550454378,0.06301001459360123,0.9320303201675415,2022-04-01
159,看到盲人選手插奧運火炬那麼耗時間,1,NEU,0.6955412030220032,0.07263745367527008,0.6955412030220032,0.23182137310504913,2022-04-01
160,"Another historical sporting event. Glad to finally watch the whole ceremony. There was almost no coverage in the Western media, guess they all went home after the main event left them very little else to say about the organizers. The 2022 Beijing games held during a pandemic will forever be a landmark. Well done.",2,POS,0.901731014251709,0.014380387961864471,0.08388860523700714,0.901731014251709,2022-04-01
161,Beautiful Beijing Paralympic Winter Olympic Games Opening Ceremony ,1,NEU,0.822036862373352,0.022127743810415268,0.822036862373352,0.1558353751897812,2022-04-01
162,Wow! Spectacular! No less than the Winter Olympics opening! Good job Beijing! All the best to the athletes!,2,POS,0.9928576946258545,0.0019110121065750718,0.0052312882617115974,0.9928576946258545,2022-04-01
163,The music chosen for the athletes' entrance ceremony includes,1,NEU,0.9491087198257446,0.01128973625600338,0.9491087198257446,0.03960152342915535,2022-04-01
164,"What a gorgeous display of human perseverance and achievement! Well done China, beautifully done! I am so excited for the coming age of your country leading the world forward!",2,POS,0.9948394894599915,0.0016933135921135545,0.0034672438632696867,0.9948394894599915,2022-04-01
165,"It’s a very touching moment seeing Spain athletes hug each other when they walking in.I can feel the excitement for them , they’re real inspirations and I wish them the best of luck! Love the last moment as well. As the Chinese saying goes one can conquer their own destiny.  Life is tough but never never never give up and fight back like a warrior. Be strong!",2,POS,0.9672760963439941,0.0035060481168329716,0.02921786531805992,0.9672760963439941,2022-04-01
166,在場邊跳著歡迎舞的小姐姐們小哥哥及可愛的雪融融們值得稱讚，他/她們為開幕儀式添了喜樂氣氛,1,NEU,0.751541793346405,0.09279990196228027,0.751541793346405,0.1556582748889923,2022-04-01
167,Such a great ceremony! ,2,POS,0.9863042235374451,0.0018030981300398707,0.011892665177583694,0.9863042235374451,2022-04-01
168,First time watching the winter games opening ceremony and it was awesome! wishing the best to all athletes~,2,POS,0.9888030886650085,0.0016592624597251415,0.009537653997540474,0.9888030886650085,2022-04-01
169,Find your country here:,1,NEU,0.9644424319267273,0.02323225326836109,0.9644424319267273,0.01232533436268568,2022-04-01
170,祝贺所有运动员们！你们永远都是我们心中的英雄和生活中学习的榜样！,1,NEU,0.5825165510177612,0.0450332947075367,0.5825165510177612,0.3724501132965088,2022-04-01
171,Sangat luar biasa opening termewah dan megah congratulation Beijing ....,1,NEU,0.7936290502548218,0.03508078306913376,0.7936290502548218,0.17129024863243103,2022-04-01
172,Wow! 2022 Winter Olympic Games + Paralympic Winter Games in a row! Proud of Beijing and Chinese people! Way to go!,2,POS,0.9850830435752869,0.0033189894165843725,0.011597959324717522,0.9850830435752869,2022-04-01
173,"Gostei dessa abertura, esse competidor que colocou a tocha na pira olímpica nos surpreendeu, mesmo esses atletas terem uma necessidade especial são capazes de tudo na vida, desejo tudo de bom a eles e continuem vencendo.",2,POS,0.9527731537818909,0.008775385096669197,0.03845147415995598,0.9527731537818909,2022-06-30
174,"Hermosa ceremonia. Saludos desde Colombia, Santa Marta🇨🇴",2,POS,0.987466037273407,0.000918982143048197,0.011615007184445858,0.987466037273407,2022-04-01
175,Another spectacular ceremony..salute and applause to all who made this happened!,2,POS,0.9558256268501282,0.0067777615040540695,0.0373966284096241,0.9558256268501282,2022-04-01
176,"Ok, I was full on crying when the athletes for Ukraine came out! I have to say that the music that played for them was perfect. Such a moving moment!",2,POS,0.9865270853042603,0.0023443882819265127,0.011128555983304977,0.9865270853042603,2022-04-01
177,Well the Low for me is when Nathan won gold medal for US but the US media claimed American Asians are overrepresented... ,0,NEG,0.9170936346054077,0.9170936346054077,0.07491481304168701,0.007991588674485683,2022-03-02
178,The fact she repeated the trick that cost her gold years ago... was great to see how she'd not be defined by her past mistakes... was cool.  Glad she won her Gold.,2,POS,0.9938890933990479,0.0015998812159523368,0.004510961938649416,0.9938890933990479,2022-03-02
179,The lows came when real snow hit Beijing not only once but twice  and ended the “Beijing doesn’t snow” myth...lol,1,NEU,0.7713513374328613,0.20931755006313324,0.7713513374328613,0.01933111436665058,2022-03-02
180,shame on Washington post,1,NEU,0.9351267218589783,0.04115838557481766,0.9351267218589783,0.023714911192655563,2022-03-02
181,It is both entertained and disgusted seeing Washington Post trying to make positive facts look negative,0,NEG,0.9321962594985962,0.9321962594985962,0.06065749377012253,0.0071462104097008705,2022-03-02
182,"well, all we can hope is that IF there is a world skating competition, the russian dopers will not be allowed to compete as they have been allowed to do with impunity.    Especially as we now see what russia is doing now to eastern europe.    There have to be consequences for bad actors.",0,NEG,0.9009976983070374,0.9009976983070374,0.08751639723777771,0.011485901661217213,2022-03-02
183,Controversial? Haha,1,NEU,0.9627536535263062,0.017720842733979225,0.9627536535263062,0.019525501877069473,2022-03-02
184,controversy？？,1,NEU,0.9611065983772278,0.020341699942946434,0.9611065983772278,0.018551651388406754,2022-03-02
185,Seriously? What about controversial about proud boys and your internal matters? (Change your name to GOP post for godsake),1,NEU,0.6881914734840393,0.299456924200058,0.6881914734840393,0.012351623736321926,2022-03-02
186,"Eileen Gu chose the controversy for the money, and we need to be clear about that. She could have easily skied for the United States and had adoring fans in her own country, avoiding all of the negative media attention.",0,NEG,0.5099329352378845,0.5099329352378845,0.42658621072769165,0.0634809136390686,2022-03-02
187,Eileen Gu choose that controversy for the money. We need to make that VERRY clear. ,1,NEU,0.8806897401809692,0.06536009907722473,0.8806897401809692,0.05395013839006424,2022-03-02
188,"News, documentaries & all the ",1,NEU,0.6956689357757568,0.01132164616137743,0.6956689357757568,0.29300951957702637,2022-03-02
189,被职场霸凌了几年都咬牙坚持下来逆袭，挺励志的故事,1,NEU,0.7281635999679565,0.06193568930029869,0.7281635999679565,0.20990075170993805,2022-03-02
190,Great Olympics from China,1,NEU,0.8822724223136902,0.04904921352863312,0.8822724223136902,0.0686783418059349,2022-03-02
191,🥰,1,NEU,0.40843474864959717,0.37308254837989807,0.40843474864959717,0.21848273277282715,2022-03-02
192,Inspiring,1,NEU,0.7820029854774475,0.0640784353017807,0.7820029854774475,0.1539185494184494,2022-03-02
193,"Seems like the biggest motivation is the wronged feeling of being robbed by unfairness. The same goes to Zhou Yang, salute.",0,NEG,0.8840276598930359,0.8840276598930359,0.10270906984806061,0.013263274915516376,2022-03-02
194,супер,1,NEU,0.8810433149337769,0.06155354157090187,0.8810433149337769,0.05740318447351456,2022-03-02
195,Never give up! She's an inspiration ,2,POS,0.970098614692688,0.0018157776212319732,0.028085676953196526,0.970098614692688,2022-03-02
196,I'm so touched when seeing her coaching the special kids.,0,NEG,0.4751875400543213,0.4751875400543213,0.4665611982345581,0.05825123190879822,2022-03-02
197,I’m waiting for the short track medley video.,1,NEU,0.9468777179718018,0.029166437685489655,0.9468777179718018,0.02395583875477314,2022-03-02
198,Zhu Yi has fallen!,0,NEG,0.6070492267608643,0.6070492267608643,0.37478169798851013,0.01816902495920658,2022-03-02
199,El esfuerzo tiene su gratificacion y reconocimiento ...empezar y atraer más jovenes al atletismo,2,POS,0.9643074870109558,0.0011128350161015987,0.03457972779870033,0.9643074870109558,2022-03-02
200,정당한 게임을 원하는 사람.  중국이 안나오는 경기를 보라 (ex 쇼트1500 결승 준결승 1 2 3조 비교),1,NEU,0.7791227102279663,0.034308869391679764,0.7791227102279663,0.18656843900680542,2022-03-02
201,정신나간 베이징 올림픽,1,NEU,0.6955312490463257,0.033132486045360565,0.6955312490463257,0.27133628726005554,2022-03-02
202,"Always remember, there are TWO Yang Yangs! Both were decorated short trackers and both are pioneers of winter sport in China.",1,NEU,0.8179801106452942,0.007228854112327099,0.8179801106452942,0.1747911125421524,2022-03-02
203,What is your favorite Olympic moment of all time? Let us know in the comments below and it might be featured in the next ,1,NEU,0.9371506571769714,0.011038260534405708,0.9371506571769714,0.05181111767888069,2019-12-28
204,"As a student volunteer, i had the honor to participate all the process of Beijing 2008 Olympic. I was there for the opening ceremony, and my classmates and I were so moved that we cried together. I was in charge of traffic control at the basketball arena throughout the basketball game and got to meet all the big international players in person. Looking back on it all now, I am so blessed.",2,POS,0.9570931196212769,0.004845749586820602,0.038061171770095825,0.9570931196212769,2022-01-31
205,Its already 12 yrs after and I am still amazed by this. Best olympic opening and closing ceremony. Love from philippines🇵🇭🇨🇳,2,POS,0.9274629950523376,0.009992162697017193,0.06254486739635468,0.9274629950523376,2020-12-27
206,Nostalgia!!!,1,NEU,0.6377739310264587,0.020205428823828697,0.6377739310264587,0.3420206904411316,2022-12-13
207,"The 2008 Beijing Summer Olympic is fulled of joy, harmony, beautiful artist, memorizing, spectacular, stunning, breathtaking.  I am so lucky to live to witness one of the Best Summer Olympic ever.  China has come along, I am so happy for China & as a Chinese regardless of where you are, we are all Descendents of Dragons.  Long Live China.................................",2,POS,0.9769309163093567,0.004125829320400953,0.018943222239613533,0.9769309163093567,2019-12-28
208,Los mejores juegos olímpicos hasta ahora de la historia,2,POS,0.9728665947914124,0.007097974419593811,0.020035376772284508,0.9728665947914124,2020-12-27
209,"London had a tough act to follow. The ""human tower"" performance was incredible. So much went into this ceremony. The Chinese raised the bar to another level with their opening and closing ceremonies. I think Great Britain did an incredible performance with theirs. Now, I wonder how Beijing will top this when they host the 2022 Winter Olympics.",2,POS,0.7617659568786621,0.03290501609444618,0.20532900094985962,0.7617659568786621,2021-12-27
210,i become so emotional to see so many athletes can have fun and smile without masks. Wish the world can get well soon,2,POS,0.7895538210868835,0.03781667724251747,0.17262952029705048,0.7895538210868835,2021-12-27
211,"The music, the culture, the vibe, just unbelievable. Amazing show from beginning to end.",2,POS,0.967029333114624,0.0038870838470757008,0.029083622619509697,0.967029333114624,2021-12-27
212,Gracias por subir la clausura!!!! Es tan emotiva que me retrocedió 11 años,2,POS,0.9898481965065002,0.001737070269882679,0.008414722979068756,0.9898481965065002,2019-12-28
213,Que linda foi a Olimpíada de de Pequim!....Pra mim a mais linda de todas!,2,POS,0.9689157605171204,0.00635386910289526,0.024730350822210312,0.9689157605171204,2021-12-27
214,Beautiful ceremony! Love from Greece!,2,POS,0.9903141260147095,0.0016068231780081987,0.008079028688371181,0.9903141260147095,2020-12-27
215,"Beijing Olympic 2008 opening and closing ceremonies remain the best I've seen!  And those were the better days - less hostility among nations.   How I wish our world could cooperate more, and we human kind need it more than ever now as we have the most pressing common problem to tackle with together - the climate change.",2,POS,0.7727150917053223,0.07202792167663574,0.155256986618042,0.7727150917053223,2021-12-27
216,"When Beijing hosted the Olympic, I was in Australia for a summer program right before starting high school. We, a bunch of Chinese students, lived with Australian local families at that time. ",1,NEU,0.901347815990448,0.045519158244132996,0.901347815990448,0.05313307046890259,2019-12-28
217,Muy emocionante el agradecimiento a los voluntarios <3 Sin ellos los Juegos no serian lo mismo.,0,NEG,0.6343558430671692,0.6343558430671692,0.11058765649795532,0.25505656003952026,2021-12-27
218,The closing ceremony was the best one! Absolutely love it.,2,POS,0.9959351420402527,0.0012409394839778543,0.002823906484991312,0.9959351420402527,2019-12-28
219,The shear amount of positivity and happiness in this is amazing!,2,POS,0.9894968867301941,0.002342992229387164,0.008160092867910862,0.9894968867301941,2021-12-27
220,This is a excellent closing ceremony!,2,POS,0.9953215718269348,0.0010879617184400558,0.003590445499867201,0.9953215718269348,2021-12-27
221,现在2021看来，2008真的是世界各国最共荣最团结最热闹的时候了，好怀念！！！,1,NEU,0.6505314111709595,0.05869697779417038,0.6505314111709595,0.29077160358428955,2021-12-27
222,"""We are family."" Couldn't be more appropriate in the time of pandemic when all the world is ravaged by an invisible killer. More than ever, the world needs to work collectively than to do the blame game.  Quite a remarkable moment in our history. Truly one for the books. Just beautiful.",2,POS,0.9169393181800842,0.03489777445793152,0.04816288501024246,0.9169393181800842,2021-12-27
223,"All the latest Curling news, videos and ",1,NEU,0.8251575827598572,0.025697801262140274,0.8251575827598572,0.14914456009864807,2022-03-02
224,These guys must have the cleanest floors in the world,1,NEU,0.5352123975753784,0.26723745465278625,0.5352123975753784,0.19755016267299652,2022-03-02
225,The slow and steady but incredibly precise aspect of this sport is so appealing. Really nice video,2,POS,0.9680295586585999,0.0029337110463529825,0.029036764055490494,0.9680295586585999,2022-03-02
226,Imagine how this guy's get into the sport like:,1,NEU,0.5765261650085449,0.38101646304130554,0.5765261650085449,0.042457349598407745,2022-03-02
227,"Amazing shots!  Love this sport, wish it had more coverage, not just during the olympic games.",2,POS,0.9902013540267944,0.002636565128341317,0.007162103429436684,0.9902013540267944,2022-03-02
228,I don't understand the game. But I watch because it is actually fun. Probably it is time for me to hit the net and really understand what's happening behind this insane sport.,2,POS,0.5853335857391357,0.01855267956852913,0.39611372351646423,0.5853335857391357,2022-03-02
229,Watched John Shuster's shot live 4 years ago.. still gives me the chills,2,POS,0.5897271633148193,0.0718902200460434,0.33838263154029846,0.5897271633148193,2022-03-02
230,Watching this game is so easy but the effort put by them with bursted tears in their eyes was so emotional,1,NEU,0.6071565747261047,0.06922076642513275,0.6071565747261047,0.32362258434295654,2022-10-28
231,Bom demais esse jogo ! ,2,POS,0.9390116930007935,0.023205650970339775,0.0377826951444149,0.9390116930007935,2022-03-02
232,Add eve Muirhead's amazing shot this morning to win GB 4 extra  points and the Olympic gold! Absolute perfection! Well done girls GB is proud of you!!! ,2,POS,0.9945188760757446,0.0021155274007469416,0.003365591634064913,0.9945188760757446,2022-03-02
233,I don't even know more than the basic of curling but oh my goodness ,1,NEU,0.8205754160881042,0.1252695769071579,0.8205754160881042,0.05415497347712517,2022-03-02
234,"i used to make fun of this sport, but i'm totally into it now. This sport is so fun",2,POS,0.6743896007537842,0.011741486378014088,0.3138689398765564,0.6743896007537842,2022-03-02
235,The best floor mopping in the world. Impressive.,2,POS,0.9346384406089783,0.032116539776325226,0.03324500843882561,0.9346384406089783,2022-04-01
236,Great concentration and talent on all those teams. Very impressive.,2,POS,0.9397963881492615,0.01784094050526619,0.04236269369721413,0.9397963881492615,2022-04-01
237,"Her screams pushed it to the spot, amazing!!",2,POS,0.9467495083808899,0.009323426522314548,0.04392705485224724,0.9467495083808899,2022-04-01
238,"Congratulations to Eve, Hailey, Jen and Vicky on winning gold, and to Bruce, Hammy, Bobby and Grant on winning silver.   Great end to the Beijing games for team GB.",2,POS,0.7207328081130981,0.0569210909307003,0.22234609723091125,0.7207328081130981,2022-03-02
239,First time watching this sport and I have no idea what’s happening but it’s a beautiful sport!,2,POS,0.9896981716156006,0.0012993529671803117,0.009002487175166607,0.9896981716156006,2022-09-28
240,Not even one shot from Stefania Constantini? Her performance in the mixed double final against Norway was epic.,1,NEU,0.5218465328216553,0.08232592791318893,0.5218465328216553,0.3958275318145752,2022-03-02
241,Whatever else.. This sport is a real expression of dedication to precision and perfection.,2,POS,0.8990902900695801,0.00613431865349412,0.09477538615465164,0.8990902900695801,2022-03-02
242,Congratulations to both the ladies and the mens curling teams... Did us all proud....2022,2,POS,0.9164480566978455,0.007874648086726665,0.0756772831082344,0.9164480566978455,2022-03-02
243,9:29,1,NEU,0.6624559164047241,0.07481580972671509,0.6624559164047241,0.2627282440662384,2020-12-27
244,너무 멋지다 대한민국🇰🇷,1,NEU,0.8541001081466675,0.0369071438908577,0.8541001081466675,0.10899272561073303,2022-12-17
245,I'm not from Korea but I cried watching the two Korean nations march in together. It was so..............,1,NEU,0.5332228541374207,0.4372425377368927,0.5332228541374207,0.029534608125686646,2021-12-27
246,33:42,1,NEU,0.7301540970802307,0.0921141505241394,0.7301540970802307,0.17773181200027466,2022-03-02
247,"I will remember the Pyeongchang Olympics forever. Absolutely beautiful, Korea did everyone proud as a host nation. Love from Germany",2,POS,0.9888752698898315,0.002738161012530327,0.008386517874896526,0.9888752698898315,2022-03-02
248,Очень красивая Церемония ,1,NEU,0.8553147315979004,0.0503140352666378,0.8553147315979004,0.0943712517619133,2022-03-02
249,"The Olympics in South Korea, one of my favorite Olympics.",2,POS,0.986980140209198,0.0028091836720705032,0.010210709646344185,0.986980140209198,2021-12-27
250,저예산 고퀄로 인정받는 것도 대단하지만 무엇보다 관심과 규모 모두 하계올림픽에 비해 상대적으로 적은 동계올림픽이 역대 최고라 평가받는 하계올림픽 개회식들과 동일선상에서 인정받고 있다는 것 자체가 대단하고 자랑스럽다,1,NEU,0.7643548846244812,0.033696286380290985,0.7643548846244812,0.20194879174232483,2021-12-27
251,"Finally! I get to watch the opening ceremony. Thank you! I always miss these ceremonies every Olympics because of the time zone.  What a great use of technology, imagination and just people involved to make a really great ceremony culminate. I would love to have been in the stadium to take it all in! My favorite part - seeing Yu Na Kim light up that torch!! I rooted for this woman all during her career! Sweet moment!",2,POS,0.9901981353759766,0.0018866496393457055,0.007915182039141655,0.9901981353759766,2022-01-31
252,33:42,1,NEU,0.7301541566848755,0.09211414307355881,0.7301541566848755,0.17773178219795227,2021-12-27
253,This is really amazing! My favorite moment was when the Queen lit up the Olympic flame! jeez that was so iconic,2,POS,0.9852970242500305,0.002486455487087369,0.012216570787131786,0.9852970242500305,2022-04-01
254,이렇게 잘 치른 올림픽이었다니. 최악을 보니 최고가 보인다. 왜 자꾸 울컥울컥 감동이 밀려오지. 한국인인 게 자랑스럽다.,1,NEU,0.8044765591621399,0.029539311304688454,0.8044765591621399,0.1659841239452362,2021-12-27
255,1:59:27,1,NEU,0.779365062713623,0.12008494138717651,0.779365062713623,0.10054997354745865,2021-12-27
256,솔직히 말하면 개최지 확정됐을 때 중간에서 예산 떼어먹고 저퀄 될까봐 진짜 걱정 많이 했었는데,1,NEU,0.7519552111625671,0.024305380880832672,0.7519552111625671,0.2237394005060196,2021-12-27
257,"선수들 입장할 때 기수분들 드레스 디자인 한 번씩 바뀌는것도 이쁘고 옆에 등불들고 가는것도 이쁘고, 뒤에서 계속 춤추시는분들 동작도 음악마다 바뀌고, 무엇보다 입장 bgm 전통음악+kpop 적절히 섞여서 좋다...! ",1,NEU,0.7616206407546997,0.04465906322002411,0.7616206407546997,0.19372031092643738,2021-12-27
258,Still one of the best Olympics. ,2,POS,0.9930949211120605,0.0024376497603952885,0.004467439372092485,0.9930949211120605,2022-03-02
259,처음보는데..퍼포먼스도 좋지만,1,NEU,0.877436101436615,0.044843465089797974,0.877436101436615,0.07772047072649002,2021-12-27
260,Pyeongchang 2018 was just amazing. All the things looked so beautiful. Especially the performance and festival.. I miss the spirit now,2,POS,0.7053107619285583,0.07885811477899551,0.21583105623722076,0.7053107619285583,2022-03-02
261,I really love the beginning of the ceremony with the bell,2,POS,0.947803258895874,0.003957089968025684,0.04823965206742287,0.947803258895874,2021-12-27
262,Amazing opening ceremony ,1,NEU,0.5349341034889221,0.029504647478461266,0.5349341034889221,0.43556132912635803,2021-12-27
263,The current ,1,NEU,0.8590697050094604,0.10194272547960281,0.8590697050094604,0.03898758441209793,2022-03-02
264,"2010 Vancouver, 2014 Sochi, 2018 Pyeongchang",1,NEU,0.8572701811790466,0.07811401784420013,0.8572701811790466,0.06461580097675323,2022-03-02
265,"I have no clue which I should chose…Pyeongchang, the unified Korea under Yuna’s graceful gaze, or Torino, under the always iconic voice of Luciano Pavarotti (Rest in peace, grandmaster).",1,NEU,0.9021077156066895,0.06618253141641617,0.9021077156066895,0.03170977160334587,2022-03-02
266,The Queen Yuna Kim - goosebumps. Pyeongchang 2018 ,1,NEU,0.7752971053123474,0.0641665980219841,0.7752971053123474,0.16053634881973267,2022-03-02
267,Queen Yuna and two Koreas marching together was the best Olympic spirit!!! And the Opening Ceremony was very liberal and peaceful.,2,POS,0.9916201233863831,0.0014743896899744868,0.006905471906065941,0.9916201233863831,2022-03-02
268,2018 Pyung Chang was awesome,2,POS,0.9873700141906738,0.0019399495795369148,0.010690036229789257,0.9873700141906738,2022-03-02
269,The two Korea marching togeter was so beautiful to see. And Queen Yuna lighting the calderon was well diserved.,2,POS,0.9512913227081299,0.0064203920774161816,0.04228825122117996,0.9512913227081299,2022-03-02
270,"Yuna helped secure Pyeongchang's bid to host the Olympics, so her lighting the torch was truly special.",2,POS,0.961365818977356,0.003840368939563632,0.034793805330991745,0.961365818977356,2022-03-02
271,both 2014 & 2018 are my top votes! amazing performances and true joy,2,POS,0.992081880569458,0.001484652515500784,0.0064334869384765625,0.992081880569458,2022-03-02
272,🥇,1,NEU,0.40843477845191956,0.3730825185775757,0.40843477845191956,0.21848273277282715,2022-03-02
273,"you should post more of these opening ceremony moments for both summer and winter , just iconic to see them !",2,POS,0.9106966257095337,0.006054714322090149,0.08324860781431198,0.9106966257095337,2022-03-02
274,Luciano Pavarotti's will always be one of the most beautiful voices to have existed.,2,POS,0.9534558057785034,0.01527878362685442,0.03126534819602966,0.9534558057785034,2022-03-02
275,PyeongChang 2018 was nice! Looking  forward to Beijing 2022 great show tonight ,2,POS,0.9862558841705322,0.0017682393081486225,0.01197587139904499,0.9862558841705322,2022-03-02
276,"평창 남북한이 한 팀으로 동시 입장장면이 가장 아름다운 장면중에 하나로 들어갔네요. 다시보니 뭉클하고, 연느님이 썸네일이라 흐뭇하네요.",1,NEU,0.7292962670326233,0.02268080599606037,0.7292962670326233,0.2480229288339615,2022-03-02
277,Pyeongchang is super cool ceremony eva !~,2,POS,0.9898974895477295,0.0019043161300942302,0.00819818302989006,0.9898974895477295,2022-03-02
278,So beautiful! I just love the Olympics! How else can we get such amazing people as Queen Yuna?,2,POS,0.9929141998291016,0.0017267208313569427,0.005359115079045296,0.9929141998291016,2022-03-02
279,I still cry when I see that beautiful Korean Entrance.,1,NEU,0.48320162296295166,0.3902006447315216,0.48320162296295166,0.12659773230552673,2022-03-02
280,"Vancouver had the greatest Winter Games Opening Ceremony. Even though our country wasn't part of that Games, we really felt welcomed. It has the warmth and a heart and it feels like home away from home.",2,POS,0.9759817719459534,0.005544657818973064,0.018473565578460693,0.9759817719459534,2022-03-02
281,Timeless QUEEN YUNA KIM.,2,POS,0.4863913059234619,0.057526879012584686,0.4560818076133728,0.4863913059234619,2022-03-02
282,"Above all, I think the volunteers who contributed this stage a lot are really amazing.",2,POS,0.9732643365859985,0.0031692893244326115,0.02356635592877865,0.9732643365859985,2022-04-01
283,What is your favorite Olympic moment of all time? Let us know in the comments below and it might be featured in the next ,1,NEU,0.9371506571769714,0.011038260534405708,0.9371506571769714,0.05181111767888069,2020-12-27
284,"If you can understand madarian you will amaze even more on what Lang Ping's coaching... Probably due to her own player experience, she did not fuzz or blame the players at all at any time.  instead, she always gave a very specific instructions (e.g., which opponent player had what habit or what was the next attack she preferred her team to do).  She picked and trained every player by herself so her players were so confident with her.   Absolutely the best volleyball coach in decades!!!",2,POS,0.9233006834983826,0.0059503517113626,0.07074898481369019,0.9233006834983826,2020-12-27
285,"As a person learning mandarin (5th year learning it), Lang Ping's coaching is pretty amazing. She doesn't blame them for possible mistakes they made, juts gives them instructions and coaching to make them even better. I love her!!",2,POS,0.9944718480110168,0.001727675786241889,0.003800444770604372,0.9944718480110168,2021-12-27
286,"Lan Ping is simply amazing as a coach. She knew how to deal with these young ladies, plus the fact that she's really wise and strategic. So deserved!",2,POS,0.9954522252082825,0.0021714025642722845,0.0023764162324368954,0.9954522252082825,2020-12-27
287,"Looking back here, Zhu shows no fear. I think it is because she's really young at this time so her condition was fresh and eager to contibute just like the opponent's Boskovic. The difference is that Zhu was more stable and controls her error (almost no error).",1,NEU,0.551146924495697,0.01320287398993969,0.551146924495697,0.43565016984939575,2021-12-27
288,Lang Ping just announced her retirement as a coach after Tokyo Olympics. What an overwhelming experience as a player and a coach truly one of the best in the world!,2,POS,0.9668373465538025,0.012920673936605453,0.020242024213075638,0.9668373465538025,2020-12-27
289,It's so sad to see that the commentator is like that... I mean come on! As a person from Serbia I too did want Serbia to win but bro! I didn't say anything bad to the other team. I even cheered for them too! ,0,NEG,0.9156618714332581,0.9156618714332581,0.06658196449279785,0.017756257206201553,2021-12-27
290,I love Serbian team and especially Tijana Bošković. This was a great match and Chinese team really deserved it. Respect both teams. ,2,POS,0.9910495281219482,0.00259334035217762,0.006357118487358093,0.9910495281219482,2020-12-27
291,I love Lang Ping she is so calm and she is just sitting back a watching. Shes trained her girls so much that she trusts them and knows that they will come through with a win. And with Serbia's coach is walking around probably trying not to lose his temper.,2,POS,0.9798136949539185,0.002020314335823059,0.0181659534573555,0.9798136949539185,2020-12-27
292,I just couldn't pull back smiling and laughing whenever I hear Yuan of China screams out loud in and off court. I love her energy!! Btw she's incredible too.,2,POS,0.9857329726219177,0.002536676824092865,0.011730341240763664,0.9857329726219177,2020-12-27
293,"This was a truly thrilling match, with every point contested by the Serbians right up to the last moment.  Zhu Ting was truly awesome, and Ding Xia at ",2,POS,0.9888306260108948,0.0021371631883084774,0.009032249450683594,0.9888306260108948,2020-12-27
294,Epic game! Congrats to both teams for making it this far.,2,POS,0.9902527332305908,0.0031746758613735437,0.006572606507688761,0.9902527332305908,2021-12-27
295,"In my younger days, I never had an eye on the volleyball game not until I accidentally watched China women volleyball match first with Brazil, Nevertheland and finally with Serbia for Olympic Championship in Reo. I enjoyed not because of China’s winning, the team work and attitude. There is a strong determination to reach the goal quietly. The games made me a fan of  China Women Volleyball. I am proud of them.",2,POS,0.9764897227287292,0.0038984708953648806,0.01961175911128521,0.9764897227287292,2020-12-27
296,Excelente partida! Emocionante!,2,POS,0.9972889423370361,0.0010101436637341976,0.0017009166767820716,0.9972889423370361,2021-12-27
297,Thanks a lot for uploading an HD version of the match. Fantastic performance for both teams.,2,POS,0.9890778064727783,0.004304400645196438,0.006617811508476734,0.9890778064727783,2020-12-27
298,Favourite moment from each team:,1,NEU,0.8736382126808167,0.02659739926457405,0.8736382126808167,0.09976441413164139,2020-12-27
299,"For those of you that saying Boskovic is better, look at how many unforced errors she made in this match! Zhu is so consistent and strong, very rarely makes errors, which is why she deserves to be the top paid volleyball player ever!",1,NEU,0.43370988965034485,0.1938973367214203,0.43370988965034485,0.37239280343055725,2020-12-27
